8	7	2	1	1	0.3206	0.5111	0.8106	0.2844	0.0028	Normal
0	0	9	9	0	0	0	0.5289	0.325	0	Ruim
0	0	9	13	0	0	0	0.37	0.6072	0	Ruim
0	0	10	9	0	0	0	0.3739	0.4578	0	Ruim
2	7	4	4	3	0.1267	0.3867	0.6272	0.6478	0.4056	Ruim
2	7	4	4	3	0.1267	0.3867	0.6272	0.6478	0.4056	Ruim
7	6	3	4	11	0.3333	0.3872	0.7189	0.5244	0.2156	Ruim
0	0	11	8	0	0	0	0.3772	0.4172	0	Ruim
5	6	3	0	0	0.1894	0.3172	0.6444	0	1	Ruim
8	6	4	3	0	0.305	0.4967	0.6289	0.5117	0	Ruim
6	6	4	2	2	0.2767	0.3867	0.6311	0.2822	0.8111	Ruim
5	9	5	5	11	0.4872	0.3983	0.5378	0.5806	0.1906	Ruim
8	6	1	3	3	0.2744	0.3628	0.8217	0.7483	0.1378	Ruim
0	0	11	8	0	0	0	0.4183	0.3239	0	Ruim
9	6	4	2	4	0.285	0.6017	0.5822	0.5733	0.5844	Ruim
0	0	10	9	0	0	0	0.3211	0.4244	0	Ruim
9	8	2	2	0	0.3161	0.4494	0.5572	0.7656	0	Ruim
0	0	10	9	0	0	0	0.3783	0.345	0	Ruim
0	0	12	12	0	0	0	0.4328	0.4806	0	Ruim
9	7	1	2	0	0.3922	0.3994	0.1111	0.5578	0	Ruim
9	7	1	2	0	0.3922	0.3994	0.1111	0.5578	0	Ruim
7	7	3	8	7	0.43	0.5344	0.6733	0.41	0.265	Ruim
7	8	3	2	4	0.3011	0.4533	0.4	0.4011	0.4861	Ruim
6	8	6	5	9	0.4544	0.4828	0.5172	0.415	0.2456	Ruim
9	7	3	3	7	0.5156	0.2517	0.6594	0.6883	0.4161	Ruim
8	8	4	7	0	0.5406	0.4417	0.7239	0.4394	0	Ruim
7	8	6	6	0	0.3994	0.5972	0.4506	0.5794	0	Ruim
0	0	12	11	0	0	0	0.4383	0.4033	0	Ruim
9	6	4	3	0	0.4411	0.305	0.7344	0.3161	0	Ruim
9	6	4	3	0	0.4411	0.305	0.7344	0.3161	0	Ruim
0	2	14	17	0	0	0.7867	0.7594	0.4967	0	Ruim
10	9	3	0	0	0.3494	0.3956	0.7767	0.5128	0	Ruim
0	0	13	11	0	0	0	0.4767	0.3894	0	Ruim
10	8	2	1	11	0.3189	0.3956	0.6994	0.7894	0.3233	Ruim
7	4	4	4	5	0.3756	0.2244	0.5428	0.3356	0.3061	Ruim
0	0	12	12	0	0	0	0.4711	0.3928	0	Ruim
0	0	12	9	0	0	0	0.3706	0.3806	0	Ruim
0	0	11	10	0	0	0	0.3656	0.3822	0	Ruim
11	8	3	2	0	0.3122	0.6017	0.5889	0.7344	0	Ruim
0	0	12	8	0	0	0	0.3211	0.42	0	Ruim
0	0	10	11	0	0	0	0.4311	0.3283	0	Ruim
0	0	10	11	0	0	0	0.4311	0.3283	0	Ruim
0	0	10	12	0	0	0	0.4072	0.3733	0	Ruim
0	0	13	10	0	0	0	0.3922	0.4094	0	Ruim
9	7	4	4	3	0.3761	0.3606	0.7039	0.4589	0.6533	Ruim
8	11	3	2	0	0.4806	0.34	0.5878	0.5444	0	Ruim
9	6	6	7	0	0.5033	0.4289	0.6039	0.4372	0	Ruim
0	0	10	10	0	0	0	0.3356	0.355	0	Ruim
8	9	6	6	0	0.3817	0.5778	0.7006	0.4644	0	Ruim
8	8	4	5	0	0.3444	0.4733	0.6128	0.4356	0	Ruim
11	7	3	4	11	0.3961	0.4133	0.515	0.5161	0.1694	Ruim
6	3	4	7	0	0.1961	0.7322	0.525	0.435	0	Ruim
6	11	2	2	0	0.2583	0.3772	0.7267	0.5806	0	Ruim
0	0	12	10	0	0	0	0.345	0.42	0	Ruim
0	0	9	11	0	0	0	0.2989	0.3833	0	Ruim
0	0	11	14	0	0	0	0.3967	0.4461	0	Ruim
8	4	6	2	8	0.5122	0.1583	0.375	0.7778	0.1028	Ruim
5	6	5	6	3	0.2383	0.3661	0.5383	0.4633	0.4483	Ruim
0	0	12	11	0	0	0	0.3994	0.3717	0	Ruim
11	6	2	3	0	0.2822	0.4789	0.5894	0.6122	0	Ruim
9	9	3	3	3	0.3433	0.4044	0.5011	0.5489	0.5811	Ruim
0	0	11	11	0	0	0	0.3867	0.3478	0	Ruim
9	10	6	2	0	0.4294	0.4133	0.475	0.855	0	Ruim
0	0	11	10	0	0	0	0.3606	0.3356	0	Ruim
8	8	6	7	7	0.5256	0.5222	0.4344	0.4372	0.0728	Ruim
0	0	10	10	0	0	0	0.325	0.3378	0	Ruim
10	6	6	5	0	0.3211	0.5556	0.4789	0.7183	0	Ruim
0	0	11	12	0	0	0	0.3617	0.3867	0	Ruim
0	0	12	11	0	0	0	0.3917	0.3561	0	Ruim
0	0	11	11	0	0	0	0.3394	0.3761	0	Ruim
0	0	9	12	0	0	0	0.345	0.3372	0	Ruim
0	0	11	11	0	0	0	0.3983	0.3211	0	Ruim
11	6	3	4	0	0.2806	0.5278	0.6522	0.5922	0	Ruim
7	10	2	2	3	0.2294	0.3928	0.6767	0.6361	0.635	Ruim
0	0	14	9	0	0	0	0.4033	0.3289	0	Ruim
0	0	14	9	0	0	0	0.4033	0.3289	0	Ruim
0	0	11	12	0	0	0	0.3333	0.4089	0	Ruim
0	0	14	10	0	0	0	0.4033	0.3594	0	Ruim
8	7	2	5	3	0.3833	0.2706	0.5706	0.4022	0.0456	Ruim
8	9	7	7	0	0.4956	0.4728	0.5839	0.4411	0	Ruim
10	8	2	3	0	0.315	0.3472	0.6661	0.5606	0	Ruim
12	9	4	3	0	0.41	0.4011	0.6283	0.585	0	Ruim
7	7	8	4	6	0.5517	0.3589	0.34	0.5317	0.3572	Ruim
6	5	4	3	4	0.1567	0.4089	0.7706	0.3928	0.5283	Ruim
0	0	12	14	0	0	0	0.4406	0.3872	0	Ruim
0	0	13	10	0	0	0	0.3494	0.3806	0	Ruim
10	8	6	1	0	0.2939	0.4628	0.5528	0.6972	0	Ruim
0	0	10	11	0	0	0	0.3617	0.3056	0	Ruim
10	10	4	4	12	0.42	0.3756	0.5878	0.615	0.4222	Ruim
10	9	5	5	10	0.4133	0.4056	0.6333	0.5283	0.2256	Ruim
9	8	6	2	3	0.395	0.3672	0.4022	0.4678	0.6044	Ruim
0	0	11	13	0	0	0	0.3506	0.4011	0	Ruim
0	0	11	12	0	0	0	0.2706	0.5172	0	Ruim
8	5	4	5	0	0.3394	0.2994	0.6372	0.2878	0	Ruim
0	0	12	13	0	0	0	0.3789	0.4028	0	Ruim
7	5	6	10	0	0.5111	0.5894	0.455	0.3489	0	Ruim
9	7	8	10	0	0.4883	0.6561	0.6589	0.4372	0	Ruim
10	9	3	1	1	0.3244	0.4061	0.5561	0.1744	0.6839	Ruim
7	8	7	4	5	0.4339	0.355	0.3783	0.5722	0.4067	Ruim
0	0	9	13	0	0	0	0.3806	0.3189	0	Ruim
0	0	12	11	0	0	0	0.3528	0.3617	0	Ruim
0	0	11	11	0	0	0	0.2583	0.4967	0	Ruim
12	9	3	4	0	0.3839	0.4594	0.6472	0.4317	0	Ruim
10	9	4	4	0	0.3683	0.3478	0.7561	0.6128	0	Ruim
9	8	3	8	9	0.4261	0.3672	0.7728	0.4394	0.1756	Ruim
9	8	3	8	9	0.4261	0.3672	0.7728	0.4394	0.1756	Ruim
11	10	1	0	0	0.3044	0.3644	0.6767	1	0	Ruim
0	0	12	11	0	0	0	0.3856	0.3233	0	Ruim
10	11	3	3	0	0.4283	0.3417	0.7911	0.5056	0	Ruim
10	11	3	3	0	0.4283	0.3417	0.7911	0.5056	0	Ruim
12	6	2	4	0	0.3217	0.3611	0.735	0.4606	0	Ruim
2	6	4	5	5	0.0622	0.3628	0.6778	0.4639	0.1317	Ruim
2	6	4	5	5	0.0622	0.3628	0.6778	0.4639	0.1317	Ruim
0	0	12	12	0	0	0	0.3817	0.3522	0	Ruim
13	9	2	1	0	0.3306	0.405	0.7	0.8456	0	Ruim
10	8	6	7	0	0.5244	0.4511	0.4483	0.4544	0	Ruim
8	7	6	10	0	0.5461	0.4589	0.4122	0.4717	0	Ruim
0	0	10	13	0	0	0	0.335	0.3611	0	Ruim
0	0	10	13	0	0	0	0.335	0.3611	0	Ruim
12	10	3	4	9	0.3733	0.4444	0.6167	0.6144	0.1706	Ruim
12	9	3	0	0	0.3072	0.3972	0.6806	1	0	Ruim
0	0	14	13	0	0	0	0.4056	0.4067	0	Ruim
12	10	8	1	0	0.4061	0.4611	0.5611	0.9383	0	Ruim
6	5	7	6	2	0.3411	0.4311	0.4089	0.2933	0.04	Ruim
10	7	5	4	14	0.2867	0.4356	0.5611	0.5578	0.285	Ruim
10	9	5	2	3	0.4056	0.365	0.5256	0.2344	0.6122	Ruim
10	9	5	2	3	0.4056	0.365	0.5256	0.2344	0.6122	Ruim
9	9	6	4	0	0.2856	0.4856	0.5572	0.6039	0	Ruim
10	9	6	1	0	0.3189	0.405	0.4744	0.7867	0	Ruim
11	8	5	2	0	0.3111	0.4772	0.405	0.6406	0	Ruim
0	0	13	12	0	0	0	0.3661	0.3728	0	Ruim
0	0	11	11	0	0	0	0.3178	0.3322	0	Ruim
3	2	16	17	0	0.3817	0.4928	0.7144	0.5072	0	Ruim
10	8	5	3	5	0.3483	0.3328	0.545	0.4983	0.0839	Ruim
11	7	8	2	11	0.4189	0.3939	0.3856	0.6289	0.3039	Ruim
12	10	4	2	0	0.3817	0.4156	0.4011	0.7922	0	Ruim
10	8	4	1	0	0.295	0.4239	0.3972	0.1889	0	Ruim
0	0	12	11	0	0	0	0.3017	0.385	0	Ruim
6	9	3	5	8	0.2339	0.3944	0.3483	0.4417	0.1461	Ruim
0	0	14	10	0	0	0	0.3611	0.3367	0	Ruim
8	7	7	3	2	0.2544	0.4556	0.4756	0.43	0.5117	Ruim
12	11	5	1	0	0.3856	0.4111	0.5611	0.5789	0	Ruim
9	7	4	4	7	0.2678	0.3606	0.64	0.4272	0.0772	Ruim
0	0	12	11	0	0	0	0.4133	0.2772	0	Ruim
0	0	13	11	0	0	0	0.3378	0.3628	0	Ruim
0	0	12	11	0	0	0	0.3256	0.3433	0	Ruim
3	3	8	17	0	0.3533	0.6067	0.6383	0.3956	0	Ruim
0	0	11	9	0	0	0	0.3078	0.2706	0	Ruim
14	10	5	1	0	0.3872	0.4411	0.5728	0.6711	0	Ruim
0	0	14	14	0	0	0	0.4106	0.4	0	Ruim
9	5	7	4	7	0.35	0.2994	0.4461	0.3594	0.4456	Ruim
12	9	5	8	0	0.4289	0.51	0.6294	0.5078	0	Ruim
0	0	13	12	0	0	0	0.3694	0.3483	0	Ruim
0	0	11	13	0	0	0	0.4444	0.2894	0	Ruim
8	10	5	6	9	0.48	0.3328	0.5167	0.4517	0.2817	Ruim
0	0	15	11	0	0	0	0.4	0.34	0	Ruim
0	0	11	12	0	0	0	0.3533	0.3067	0	Ruim
11	7	3	3	0	0.2594	0.4144	0.5128	0.5572	0	Ruim
7	7	7	5	3	0.2861	0.3778	0.4444	0.4239	0.4528	Ruim
0	0	11	11	0	0	0	0.3256	0.2972	0	Ruim
13	8	1	4	0	0.3422	0.3439	0.3978	0.5689	0	Ruim
0	0	12	11	0	0	0	0.3167	0.3333	0	Ruim
0	0	12	10	0	0	0	0.3072	0.3122	0	Ruim
0	0	13	11	0	0	0	0.34	0.3333	0	Ruim
0	0	11	14	0	0	0	0.2922	0.4156	0	Ruim
14	7	5	1	0	0.3322	0.3822	0.5489	0.5561	0	Ruim
2	2	17	14	0	0.115	0.6117	0.6044	0.615	0	Ruim
0	0	14	9	0	0	0	0.3122	0.3361	0	Ruim
11	9	4	6	0	0.3556	0.4683	0.7	0.3783	0	Ruim
3	3	14	15	0	0.4028	0.5744	0.4961	0.4856	0	Ruim
8	5	10	13	0	0.275	0.6728	0.6778	0.6289	0	Ruim
8	3	7	4	4	0.1944	0.7728	0.3717	0.4894	0.28	Ruim
10	9	5	6	0	0.405	0.4822	0.3489	0.4139	0	Ruim
10	8	6	6	0	0.4106	0.3594	0.505	0.4344	0	Ruim
9	8	6	3	0	0.2972	0.3011	0.5144	0.7656	0	Ruim
6	6	5	7	7	0.2878	0.3239	0.5106	0.3006	0.0744	Ruim
10	4	7	6	7	0.2417	0.6133	0.5544	0.4967	0.3856	Ruim
6	9	9	9	0	0.5578	0.3994	0.4544	0.46	0	Ruim
8	8	6	2	6	0.2694	0.3533	0.3617	0.5028	0.2683	Ruim
0	0	13	12	0	0	0	0.305	0.395	0	Ruim
0	2	22	13	0	0	0.6294	0.4667	0.5722	0	Ruim
8	7	10	8	0	0.6022	0.3789	0.48	0.3883	0	Ruim
12	6	5	4	10	0.2728	0.4328	0.6106	0.5589	0.1356	Ruim
0	0	14	13	0	0	0	0.3706	0.3661	0	Ruim
0	0	14	13	0	0	0	0.3706	0.3661	0	Ruim
14	10	4	6	0	0.4578	0.4111	0.6428	0.4928	0	Ruim
0	0	13	11	0	0	0	0.3211	0.3339	0	Ruim
0	0	11	13	0	0	0	0.2861	0.3694	0	Ruim
10	4	5	6	7	0.2978	0.2894	0.525	0.3589	0.3328	Ruim
0	0	11	11	0	0	0	0.2917	0.305	0	Ruim
0	0	14	11	0	0	0	0.3739	0.2994	0	Ruim
3	5	13	20	0	0.32	0.6117	0.715	0.5167	0	Ruim
12	9	4	4	11	0.3633	0.3317	0.5167	0.5983	0.3167	Ruim
8	10	2	5	3	0.2483	0.4189	0.4961	0.3439	0.4017	Ruim
0	0	14	14	0	0	0	0.4078	0.3467	0	Ruim
0	0	14	14	0	0	0	0.4078	0.3467	0	Ruim
9	7	6	4	4	0.3228	0.3161	0.3794	0.4489	0.175	Ruim
0	0	12	13	0	0	0	0.3694	0.3072	0	Ruim
12	9	4	3	0	0.3378	0.3728	0.6	0.3483	0	Ruim
11	4	2	7	11	0.2378	0.5467	0.7106	0.375	0.2006	Ruim
3	3	14	22	0	0.5922	0.6633	0.5556	0.5461	0	Ruim
0	0	13	11	0	0	0	0.3439	0.2933	0	Ruim
14	9	6	2	0	0.3883	0.3528	0.5461	0.725	0	Ruim
0	0	13	13	0	0	0	0.3178	0.3772	0	Ruim
9	10	3	3	1	0.2383	0.3622	0.7017	0.5217	0.5194	Ruim
0	0	15	13	0	0	0	0.3161	0.465	0	Ruim
0	0	13	13	0	0	0	0.2911	0.42	0	Ruim
8	8	6	7	8	0.3033	0.3239	0.605	0.4778	0.1539	Ruim
8	8	6	7	8	0.3033	0.3239	0.605	0.4778	0.1539	Ruim
0	0	13	11	0	0	0	0.3106	0.325	0	Ruim
9	11	5	4	0	0.2617	0.4144	0.5894	0.6244	0	Ruim
0	0	13	11	0	0	0	0.2944	0.3472	0	Ruim
0	0	13	9	0	0	0	0.2933	0.285	0	Ruim
11	9	3	2	1	0.2683	0.3306	0.6494	0.6489	0.1489	Ruim
10	10	3	2	0	0.2311	0.42	0.4806	0.7156	0	Ruim
0	1	18	19	0	0.08	0.8622	0.4872	0.4994	0	Ruim
0	0	14	12	0	0	0	0.345	0.3367	0	Ruim
8	7	6	7	9	0.2756	0.3544	0.6856	0.3733	0.2856	Ruim
13	9	6	5	0	0.3389	0.5056	0.5056	0.6	0	Ruim
0	0	13	11	0	0	0	0.2622	0.41	0	Ruim
10	8	7	1	0	0.2561	0.4189	0.4056	0.7128	0	Ruim
0	0	12	12	0	0	0	0.3078	0.3172	0	Ruim
0	0	14	13	0	0	0	0.3078	0.4133	0	Ruim
0	0	13	13	0	0	0	0.365	0.3139	0	Ruim
0	0	13	13	0	0	0	0.3556	0.32	0	Ruim
12	10	2	2	0	0.3072	0.4322	0.3811	0.2039	0	Ruim
8	10	4	5	6	0.3233	0.3361	0.4944	0.3394	0.1239	Ruim
0	0	13	11	0	0	0	0.3	0.3233	0	Ruim
0	0	13	13	0	0	0	0.3217	0.3506	0	Ruim
0	0	12	12	0	0	0	0.2683	0.3644	0	Ruim
11	9	2	4	12	0.2639	0.3828	0.3267	0.6239	0.3383	Ruim
0	0	12	8	0	0	0	0.2439	0.2789	0	Ruim
13	10	2	1	0	0.2978	0.3261	0.77	0.9661	0	Ruim
0	0	13	12	0	0	0	0.2961	0.3522	0	Ruim
3	8	11	7	7	0.1661	0.5172	0.3544	0.5217	0.525	Ruim
3	8	11	7	7	0.1661	0.5172	0.3544	0.5217	0.525	Ruim
8	6	12	16	0	0.3822	0.4922	0.7422	0.5572	0	Ruim
0	0	13	12	0	0	0	0.3528	0.2911	0	Ruim
4	5	15	18	0	0.5922	0.3839	0.5756	0.5561	0	Ruim
11	9	4	3	0	0.3572	0.2533	0.5172	0.6972	0	Ruim
12	9	2	3	0	0.2844	0.4044	0.6894	0.2706	0	Ruim
0	0	13	15	0	0	0	0.31	0.4106	0	Ruim
0	0	15	11	0	0	0	0.3256	0.3394	0	Ruim
0	0	15	11	0	0	0	0.3256	0.3394	0	Ruim
0	0	15	9	0	0	0	0.3622	0.2428	0	Ruim
0	0	13	11	0	0	0	0.3283	0.2817	0	Ruim
10	10	7	6	0	0.3644	0.3767	0.4706	0.5978	0	Ruim
10	10	7	6	0	0.3644	0.3767	0.4706	0.5978	0	Ruim
0	0	12	13	0	0	0	0.2606	0.3956	0	Ruim
11	9	4	2	0	0.2394	0.4244	0.4556	0.6533	0	Ruim
5	3	10	16	0	0.3939	0.6694	0.4672	0.3956	0	Ruim
0	0	12	15	0	0	0	0.3311	0.3506	0	Ruim
0	0	13	13	0	0	0	0.2911	0.3733	0	Ruim
4	6	10	14	0	0.2522	0.3322	0.59	0.4889	0	Ruim
1	9	10	6	9	0.0711	0.4278	0.35	0.3783	0.3883	Ruim
0	0	14	12	0	0	0	0.3183	0.3328	0	Ruim
13	11	4	6	0	0.3728	0.3839	0.6911	0.5578	0	Ruim
0	0	13	12	0	0	0	0.3761	0.2633	0	Ruim
13	10	3	1	0	0.2667	0.3889	0.6561	0.8667	0	Ruim
0	0	12	13	0	0	0	0.2544	0.3933	0	Ruim
10	12	3	3	0	0.3689	0.2639	0.7739	0.7756	0	Ruim
12	10	3	1	0	0.3039	0.3372	0.32	0.5528	0	Ruim
9	8	9	9	0	0.5172	0.4772	0.4544	0.3406	0	Ruim
0	0	12	14	0	0	0	0.3539	0.3011	0	Ruim
9	8	7	5	2	0.3306	0.2794	0.5761	0.4	0.4567	Ruim
0	0	13	11	0	0	0	0.2956	0.3011	0	Ruim
0	0	12	12	0	0	0	0.315	0.2817	0	Ruim
10	9	10	8	0	0.29	0.6433	0.54	0.58	0	Ruim
0	0	14	12	0	0	0	0.3033	0.3461	0	Ruim
0	0	14	13	0	0	0	0.4056	0.2783	0	Ruim
13	11	3	1	0	0.33	0.3256	0.4639	0.6117	0	Ruim
0	0	11	15	0	0	0	0.2739	0.3644	0	Ruim
12	8	3	1	0	0.2739	0.305	0.6428	0.1472	0	Ruim
12	8	3	1	0	0.2739	0.305	0.6428	0.1472	0	Ruim
12	8	3	1	0	0.2739	0.305	0.6428	0.1472	0	Ruim
11	11	3	6	3	0.3489	0.32	0.7428	0.515	0.2889	Ruim
4	9	5	4	7	0.2022	0.2394	0.2972	0.52	0.4128	Ruim
0	0	13	13	0	0	0	0.33	0.3056	0	Ruim
10	8	7	9	0	0.305	0.6033	0.42	0.4639	0	Ruim
9	9	2	7	10	0.2428	0.4483	0.7517	0.31	0.2283	Ruim
0	0	14	13	0	0	0	0.3333	0.3211	0	Ruim
0	0	13	12	0	0	0	0.3344	0.275	0	Ruim
0	0	15	12	0	0	0	0.3428	0.3089	0	Ruim
11	7	5	1	0	0.2428	0.2656	0.5094	0.8822	0	Ruim
0	0	12	13	0	0	0	0.3139	0.2928	0	Ruim
0	0	15	13	0	0	0	0.3817	0.3	0	Ruim
10	9	6	3	7	0.2928	0.3028	0.4744	0.4817	0.1533	Ruim
0	0	10	15	0	0	0	0.3217	0.29	0	Ruim
0	0	13	13	0	0	0	0.2894	0.3428	0	Ruim
5	8	6	2	0	0.1289	0.3333	0.34	0.8256	0	Ruim
13	11	3	0	0	0.2844	0.3311	0.7406	0.73	0	Ruim
0	0	12	12	0	0	0	0.3256	0.26	0	Ruim
0	0	14	12	0	0	0	0.3033	0.325	0	Ruim
0	0	15	10	0	0	0	0.2856	0.3267	0	Ruim
3	3	13	20	0	0.3567	0.6256	0.42	0.5128	0	Ruim
0	0	15	12	0	0	0	0.3056	0.3517	0	Ruim
0	0	15	12	0	0	0	0.3056	0.3517	0	Ruim
9	10	3	2	0	0.2183	0.2961	0.7033	0.5072	0	Ruim
0	0	15	14	0	0	0	0.315	0.3933	0	Ruim
0	0	9	10	0	0	0	0.2061	0.2522	0	Ruim
8	7	7	2	1	0.1933	0.4078	0.355	0.3844	0.7394	Ruim
11	6	5	5	9	0.2722	0.2189	0.6944	0.5806	0.2533	Ruim
0	0	15	10	0	0	0	0.3317	0.2589	0	Ruim
11	11	5	6	0	0.3606	0.355	0.4606	0.515	0	Ruim
11	8	9	7	0	0.3394	0.4261	0.45	0.5444	0	Ruim
0	0	13	11	0	0	0	0.2978	0.2722	0	Ruim
12	10	3	4	5	0.2756	0.3839	0.57	0.4339	0.1878	Ruim
12	8	4	4	0	0.2272	0.4639	0.5572	0.555	0	Ruim
13	8	6	6	0	0.3283	0.3789	0.5067	0.5044	0	Ruim
0	0	13	13	0	0	0	0.3683	0.2644	0	Ruim
14	9	7	1	0	0.4083	0.2822	0.43	0.4872	0	Ruim
0	0	15	15	0	0	0	0.3444	0.365	0	Ruim
0	0	15	11	0	0	0	0.3628	0.2528	0	Ruim
12	9	5	2	0	0.2739	0.3889	0.4094	0.3444	0	Ruim
10	8	6	7	8	0.2611	0.4278	0.6939	0.3617	0.39	Ruim
6	2	18	13	0	0.3972	0.6506	0.4467	0.4894	0	Ruim
12	10	3	3	12	0.2983	0.3	0.6056	0.44	0.2	Ruim
12	10	3	3	12	0.2983	0.3	0.6056	0.44	0.2	Ruim
14	12	3	3	0	0.3772	0.3467	0.6717	0.3239	0	Ruim
14	12	3	3	0	0.3772	0.3467	0.6717	0.3239	0	Ruim
0	4	14	20	0	0	0.5022	0.405	0.465	0	Ruim
13	10	4	3	0	0.2739	0.3583	0.5956	0.83	0	Ruim
0	0	15	13	0	0	0	0.2717	0.4256	0	Ruim
10	10	7	3	0	0.2756	0.3511	0.41	0.7528	0	Ruim
3	5	13	17	0	0.6444	0.5128	0.54	0.3572	0	Ruim
11	9	4	4	8	0.27	0.2789	0.6633	0.5561	0.1644	Ruim
0	0	14	15	0	0	0	0.3383	0.3344	0	Ruim
11	7	3	3	0	0.1817	0.4439	0.5806	0.6217	0	Ruim
10	5	4	8	4	0.2117	0.6228	0.3417	0.4117	0.3328	Ruim
7	6	8	11	0	0.4361	0.5383	0.3094	0.3294	0	Ruim
12	11	4	1	0	0.2422	0.3689	0.65	0.8006	0	Ruim
13	9	5	5	0	0.3006	0.3456	0.5967	0.5478	0	Ruim
11	7	5	4	0	0.2239	0.4039	0.4333	0.4517	0	Ruim
4	3	17	14	0	0.2556	0.6461	0.5383	0.4	0	Ruim
7	10	2	1	0	0.1744	0.2333	0.7133	0.8372	0	Ruim
0	0	16	12	0	0	0	0.3539	0.2856	0	Ruim
0	0	11	16	0	0	0	0.3172	0.3044	0	Ruim
12	10	4	4	0	0.2822	0.3328	0.5039	0.5867	0	Ruim
3	2	16	17	0	0.3522	0.8294	0.5239	0.3706	0	Ruim
9	9	6	8	7	0.2861	0.4228	0.4644	0.3678	0.2944	Ruim
0	0	16	14	0	0	0	0.3044	0.3994	0	Ruim
0	0	16	14	0	0	0	0.3044	0.3994	0	Ruim
0	0	16	14	0	0	0	0.3044	0.3994	0	Ruim
0	0	16	14	0	0	0	0.3044	0.3994	0	Ruim
8	3	5	6	0	0.1489	0.7106	0.3456	0.3944	0	Ruim
0	0	14	13	0	0	0	0.325	0.2917	0	Ruim
8	7	2	2	0	0.1528	0.2406	0.5944	0.7011	0.5139	Ruim
10	9	5	6	6	0.2589	0.36	0.59	0.3806	0.3878	Ruim
0	0	13	11	0	0	0	0.2739	0.2717	0	Ruim
10	10	7	3	3	0.3211	0.3322	0.5061	0.2311	0.5433	Ruim
10	9	9	10	0	0.43	0.4467	0.3394	0.5494	0	Ruim
11	8	6	5	8	0.26	0.37	0.3644	0.6339	0.3422	Ruim
0	0	15	12	0	0	0	0.3239	0.285	0	Ruim
11	7	7	6	3	0.3033	0.3628	0.4078	0.3811	0.3494	Ruim
11	7	7	6	3	0.3033	0.3628	0.4078	0.3811	0.3494	Ruim
7	5	9	10	0	0.4033	0.1739	0.4506	0.4417	0	Ruim
7	7	11	8	9	0.2306	0.54	0.3772	0.4906	0.2422	Ruim
0	0	12	12	0	0	0	0.2717	0.2689	0	Ruim
0	0	12	12	0	0	0	0.2722	0.2683	0	Ruim
12	7	6	5	11	0.3083	0.2922	0.455	0.3767	0.2022	Ruim
11	11	8	5	6	0.4594	0.305	0.4172	0.4872	0.1006	Ruim
0	0	15	13	0	0	0	0.3233	0.3017	0	Ruim
0	0	15	13	0	0	0	0.3233	0.3017	0	Ruim
0	0	15	12	0	0	0	0.3717	0.2439	0	Ruim
0	0	13	13	0	0	0	0.2861	0.2944	0	Ruim
12	10	5	4	0	0.3394	0.3128	0.5389	0.3	0	Ruim
5	5	16	19	0	0.3111	0.525	0.5989	0.5039	0	Ruim
14	12	2	2	0	0.3289	0.2817	0.7522	0.8406	0	Ruim
7	11	6	4	5	0.1961	0.3556	0.3678	0.55	0.4461	Ruim
