400041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ruim
400716	12	0	10	16	0	0,1333	0	0,2656	0,2922	0	39,9699924981	0	16,7168674699	24,3121149897	0	Ruim
401062	0	0	7	2	0	0	0	0,4467	0,8256	0	0	0	6,9576897246	1,0755813953	0	Ruim
401062	0	0	4	7	0	0	0	0,6633	0,4417	0	0	0	2,6775214835	7,0364500792	0	Ruim
401062	0	0	7	5	0	0	0	0,5094	0,6044	0	0	0	6,1012956419	3,6730641959	0	Ruim
401062	0	0	3	9	0	0	0	0,6683	0,5033	0	0	0	1,9931168637	7,9395986489	0	Ruim
401062	0	0	8	6	0	0	0	0,4967	0,5044	0	0	0	7,1511979062	5,2815226011	0	Ruim
401062	0	0	8	6	0	0	0	0,4967	0,5044	0	0	0	7,1511979062	5,2815226011	0	Ruim
401062	0	0	6	6	0	0	0	0,3683	0,5011	0	0	0	7,2332337768	5,3163041309	0	Ruim
401062	0	0	9	7	0	0	0	0,4594	0,7044	0	0	0	8,6983021332	4,4122657581	0	Ruim
400611	7	6	2	3	0	0,5306	0,5744	0,6217	0,7328	0	5,8575197889	4,6378830084	1,4283416439	1,8176855895	0	Ruim
401062	0	0	9	5	0	0	0	0,3839	0,5567	0	0	0	10,4089606668	3,9877851626	0	Ruim
400611	4	5	1	7	0	0,6122	0,4794	0,34	0,5411	0	2,9010127409	4,6307884856	1,3058823529	5,74385511	0	Ruim
400611	4	6	5	4	0	0,6728	0,55	0,5739	0,3572	0	2,6397146254	4,8436363636	3,8682697334	4,9720044793	0	Ruim
401062	0	0	10	9	0	0	0	0,4278	0,6539	0	0	0	10,3786816269	6,1110261508	0	Ruim
400611	8	8	3	2	0	0,5128	0,5667	0,8167	0,5083	0	6,9266770671	6,2678665961	1,6309538386	1,7469998033	0	Ruim
401062	0	0	8	8	0	0	0	0,4867	0,3811	0	0	0	7,2981302651	9,3203883495	0	Ruim
401062	0	0	8	8	0	0	0	0,4867	0,3811	0	0	0	7,2981302651	9,3203883495	0	Ruim
400928	8	7	3	2	6	0,4722	0,4989	0,6828	0,8656	0,1178	7,5222363405	6,2297053518	1,9507908612	1,0258780037	22,6146010187	Ruim
400041	5	8	4	2	0	0,6667	0,39	0,5839	0,6961	0	3,3298335083	9,1076923077	3,0416167152	1,2756787818	0	Ruim
400041	9	7	1	1	0	0,4733	0,4339	0,6678	0,8211	0	8,4428480879	7,1629407698	0,6648697215	0,5407380343	0	Ruim
400488	5	4	3	5	8	0,5678	0,3239	0,7511	0,3906	0,3267	3,909827404	5,4831738191	1,7733990148	5,6835637481	10,8723599633	Ruim
400928	5	5	1	3	7	0,3128	0,5667	0,0967	0,6656	0,45	7,0971867008	3,9174166226	4,5915201655	2,0012019231	6,9066666667	Ruim
400611	4	4	4	7	0	0,3106	0,7078	0,5633	0,4383	0	5,7179652286	2,5091833851	3,152849281	7,0910335387	0	Ruim
401062	0	0	8	8	0	0	0	0,3294	0,4606	0	0	0	10,7832422587	7,7116804168	0	Ruim
400488	8	5	3	1	0	0,3989	0,5444	0,5917	0,1206	0,0722	8,9044873402	4,0778839089	2,2511407808	3,6815920398	0	Ruim
400488	8	7	2	2	2	0,3278	0,5456	0,7594	0,7228	0,4161	10,8358755339	5,6964809384	1,1693442191	1,228555617	2,1341023792	Ruim
400928	7	8	0	2	2	0,3239	0,4244	0	0,8022	0,3828	9,5955541834	8,369462771	0	1,1069558714	2,3197492163	Ruim
400928	7	8	0	2	2	0,3239	0,4244	0	0,8022	0,3828	9,5955541834	8,369462771	0	1,1069558714	2,3197492163	Ruim
400928	6	6	3	5	10	0,5533	0,3567	0,6306	0,47	0,3044	4,8147478764	7,4684608915	2,1122740247	4,7234042553	14,5860709593	Ruim
401062	0	0	9	9	0	0	0	0,3972	0,4383	0	0	0	10,0604229607	9,1170431211	0	Ruim
400488	8	7	4	2	2	0,375	0,5833	0,5828	0,6072	0,3156	9,472	5,3283044745	3,0473575841	1,4624505929	2,8136882129	Ruim
400611	8	7	2	3	0	0,3117	0,6039	0,8344	0,7539	0	11,395572666	5,1465474416	1,0642377756	1,7668125746	0	Ruim
400488	8	7	2	1	1	0,3206	0,5111	0,8106	0,2844	0,0028	11,0792264504	6,0810017609	1,0954848261	1,5611814346	158,5714285714	Normal
401062	0	0	9	9	0	0	0	0,5289	0,325	0	0	0	7,55530346	12,2953846154	0	Ruim
401062	0	0	9	13	0	0	0	0,37	0,6072	0	0	0	10,8	9,5059288538	0	Ruim
401062	0	0	10	9	0	0	0	0,3739	0,4578	0	0	0	11,874832843	8,7287024902	0	Ruim
401561	2	7	4	4	3	0,1267	0,3867	0,6272	0,6478	0,4056	7,0086819258	8,0372381691	2,8316326531	2,7415869095	3,2840236686	Ruim
401561	2	7	4	4	3	0,1267	0,3867	0,6272	0,6478	0,4056	7,0086819258	8,0372381691	2,8316326531	2,7415869095	3,2840236686	Ruim
400928	7	6	3	4	11	0,3333	0,3872	0,7189	0,5244	0,2156	9,3249324932	6,8801652893	1,8528307136	3,3867276888	22,6530612245	Ruim
401062	0	0	11	8	0	0	0	0,3772	0,4172	0	0	0	12,948038176	8,5139022052	0	Ruim
401561	5	6	3	0	0	0,1894	0,3172	0,6444	0	1	11,7212249208	8,3984867591	2,0670391061	0	0	Ruim
400041	8	6	4	3	0	0,305	0,4967	0,6289	0,5117	0	11,6459016393	5,3633984296	2,8239783749	2,6030877467	0	Ruim
401561	6	6	4	2	2	0,2767	0,3867	0,6311	0,2822	0,8111	9,6277556921	6,8890612878	2,8141340517	3,1467044649	1,0948095179	Ruim
400928	5	9	5	5	11	0,4872	0,3983	0,5378	0,5806	0,1906	4,5566502463	10,0326387145	4,127928598	3,8236307268	25,6243441763	Ruim
400488	8	6	1	3	3	0,2744	0,3628	0,8217	0,7483	0,1378	12,944606414	7,3428886439	0,5403431909	1,7800347454	9,6661828737	Ruim
401062	0	0	11	8	0	0	0	0,4183	0,3239	0	0	0	11,6758307435	10,9663476382	0	Ruim
401561	9	6	4	2	4	0,285	0,6017	0,5822	0,5733	0,5844	14,0210526316	4,4274555426	3,0504981106	1,5489272632	3,0390143737	Ruim
401062	0	0	10	9	0	0	0	0,3211	0,4244	0	0	0	13,8274680785	9,4156456173	0	Ruim
400041	9	8	2	2	0	0,3161	0,4494	0,5572	0,7656	0	12,6415691237	7,9038718291	1,5936826992	1,1598746082	0	Ruim
401062	0	0	10	9	0	0	0	0,3783	0,345	0	0	0	11,7367168914	11,5826086957	0	Ruim
401062	0	0	12	12	0	0	0	0,4328	0,4806	0	0	0	12,3105360444	11,0861423221	0	Ruim
400041	9	7	1	2	0	0,3922	0,3994	0,1111	0,5578	0	10,1886792453	7,7816725088	3,99639964	1,5919684475	0	Ruim
400041	9	7	1	2	0	0,3922	0,3994	0,1111	0,5578	0	10,1886792453	7,7816725088	3,99639964	1,5919684475	0	Ruim
400928	7	7	3	8	7	0,43	0,5344	0,6733	0,41	0,265	7,2279069767	5,8158682635	1,9783157582	8,6634146341	11,7283018868	Ruim
400488	7	8	3	2	4	0,3011	0,4533	0,4	0,4011	0,4861	10,3221521089	7,8358702846	3,33	2,2139117427	3,6535692244	Ruim
400928	6	8	6	5	9	0,4544	0,4828	0,5172	0,415	0,2456	5,8626760563	7,3570836785	5,150812065	5,3493975904	16,2703583062	Ruim
400928	9	7	3	3	7	0,5156	0,2517	0,6594	0,6883	0,4161	7,7501939488	12,3480333731	2,0200181984	1,9352026733	7,4693583273	Ruim
400611	8	8	4	7	0	0,5406	0,4417	0,7239	0,4394	0	6,5704772475	8,0416572334	2,4533775383	7,0732817478	0	Ruim
400611	7	8	6	6	0	0,3994	0,5972	0,4506	0,5794	0	7,7816725088	5,9477561956	5,9121171771	4,597859855	0	Ruim
401062	0	0	12	11	0	0	0	0,4383	0,4033	0	0	0	12,1560574949	12,1100917431	0	Ruim
400284	9	6	4	3	0	0,4411	0,305	0,7344	0,3161	0	9,0591702562	8,7344262295	2,4183006536	4,2138563746	0	Ruim
400284	9	6	4	3	0	0,4411	0,305	0,7344	0,3161	0	9,0591702562	8,7344262295	2,4183006536	4,2138563746	0	Ruim
400419	0	2	14	17	0	0	0,7867	0,7594	0,4967	0	0	1,1287657303	8,1854095338	15,1962955506	0	Ruim
400041	10	9	3	0	0	0,3494	0,3956	0,7767	0,5128	0	12,707498569	10,1011122346	1,7149478563	0	0	Ruim
401062	0	0	13	11	0	0	0	0,4767	0,3894	0	0	0	12,1082441787	12,5423728814	0	Ruim
400928	10	8	2	1	11	0,3189	0,3956	0,6994	0,7894	0,3233	13,9228598307	8,9787664307	1,2696597083	0,5624524956	15,1067120322	Ruim
400488	7	4	4	4	5	0,3756	0,2244	0,5428	0,3356	0,3061	8,2747603834	7,9144385027	3,2719233604	5,2920143027	7,2525318523	Ruim
401062	0	0	12	12	0	0	0	0,4711	0,3928	0	0	0	11,3097007005	13,5641547862	0	Ruim
401062	0	0	12	9	0	0	0	0,3706	0,3806	0	0	0	14,3766864544	10,4992117709	0	Ruim
401062	0	0	11	10	0	0	0	0,3656	0,3822	0	0	0	13,3588621444	11,6169544741	0	Ruim
400041	11	8	3	2	0	0,3122	0,6017	0,5889	0,7344	0	15,6438180653	5,9032740568	2,2618441161	1,2091503268	0	Ruim
401062	0	0	12	8	0	0	0	0,3211	0,42	0	0	0	16,5929616942	8,4571428571	0	Ruim
401062	0	0	10	11	0	0	0	0,4311	0,3283	0	0	0	10,2992345164	14,8766372221	0	Ruim
401062	0	0	10	11	0	0	0	0,4311	0,3283	0	0	0	10,2992345164	14,8766372221	0	Ruim
401062	0	0	10	12	0	0	0	0,4072	0,3733	0	0	0	10,9037328094	14,2727029199	0	Ruim
401062	0	0	13	10	0	0	0	0,3922	0,4094	0	0	0	14,7169811321	10,8451392281	0	Ruim
400488	9	7	4	4	3	0,3761	0,3606	0,7039	0,4589	0,6533	10,6248338208	8,618968386	2,5230856656	3,8701242101	2,0388795347	Ruim
400041	8	11	3	2	0	0,4806	0,34	0,5878	0,5444	0	7,3907615481	14,3647058824	2,2660768969	1,6311535636	0	Ruim
400611	9	6	6	7	0	0,5033	0,4289	0,6039	0,4372	0	7,9395986489	6,2112380508	4,4113263785	7,1088746569	0	Ruim
401062	0	0	10	10	0	0	0	0,3356	0,355	0	0	0	13,2300357569	12,5070422535	0	Ruim
400611	8	9	6	6	0	0,3817	0,5778	0,7006	0,4644	0	9,3057374902	6,9158878505	3,8024550385	5,7364341085	0	Ruim
400611	8	8	4	5	0	0,3444	0,4733	0,6128	0,4356	0	10,3135888502	7,5047538559	2,8981723238	5,0964187328	0	Ruim
400928	11	7	3	4	11	0,3961	0,4133	0,515	0,5161	0,1694	12,3302196415	7,5199612872	2,586407767	3,4411935671	28,8311688312	Ruim
401011	6	3	4	7	0	0,1961	0,7322	0,525	0,435	0	13,5849056604	1,8191750888	3,3828571429	7,1448275862	0	Ruim
400284	6	11	2	2	0	0,2583	0,3772	0,7267	0,5806	0	10,3135888502	12,948038176	1,2219622953	1,5294522907	0	Ruim
401062	0	0	12	10	0	0	0	0,345	0,42	0	0	0	15,4434782609	10,5714285714	0	Ruim
401062	0	0	9	11	0	0	0	0,2989	0,3833	0	0	0	13,369019739	12,7419775633	0	Ruim
401062	0	0	11	14	0	0	0	0,3967	0,4461	0	0	0	12,3115704563	13,9340954943	0	Ruim
400928	8	4	6	2	8	0,5122	0,1583	0,375	0,7778	0,1028	6,9347910972	11,219204043	7,104	1,1416816662	34,5525291829	Ruim
400488	5	6	5	6	3	0,2383	0,3661	0,5383	0,4633	0,4483	9,3159882501	7,2767003551	4,1240943712	5,7500539607	2,9712246264	Ruim
401062	0	0	12	11	0	0	0	0,3994	0,3717	0	0	0	13,340010015	13,1396287328	0	Ruim
400284	11	6	2	3	0	0,2822	0,4789	0,5894	0,6122	0	17,3068745571	5,5627479641	1,5066168985	2,1757595557	0	Ruim
401561	9	9	3	3	3	0,3433	0,4044	0,5011	0,5489	0,5811	11,6399650452	9,881305638	2,6581520655	2,4266715249	2,2922044399	Ruim
401062	0	0	11	11	0	0	0	0,3867	0,3478	0	0	0	12,6299456943	14,0425531915	0	Ruim
400041	9	10	6	2	0	0,4294	0,4133	0,475	0,855	0	9,3060083838	10,7428018389	5,6084210526	1,0385964912	0	Ruim
401062	0	0	11	10	0	0	0	0,3606	0,3356	0	0	0	13,544093178	13,2300357569	0	Ruim
400928	8	8	6	7	7	0,5256	0,5222	0,4344	0,4372	0,0728	6,7579908676	6,8019915741	6,1325966851	7,1088746569	42,6923076923	Ruim
401062	0	0	10	10	0	0	0	0,325	0,3378	0	0	0	13,6615384615	13,1438721137	0	Ruim
401011	10	6	6	5	0	0,3211	0,5556	0,4789	0,7183	0	13,8274680785	4,7948164147	5,5627479641	3,0906306557	0	Ruim
401062	0	0	11	12	0	0	0	0,3617	0,3867	0	0	0	13,5029029583	13,7781225756	0	Ruim
401062	0	0	12	11	0	0	0	0,3917	0,3561	0	0	0	13,6022466173	13,7152485257	0	Ruim
401062	0	0	11	11	0	0	0	0,3394	0,3761	0	0	0	14,3901001768	12,9859080032	0	Ruim
401062	0	0	9	12	0	0	0	0,345	0,3372	0	0	0	11,5826086957	15,8007117438	0	Ruim
401062	0	0	11	11	0	0	0	0,3983	0,3211	0	0	0	12,2621139844	15,2102148863	0	Ruim
400284	11	6	3	4	0	0,2806	0,5278	0,6522	0,5922	0	17,4055595153	5,0473664267	2,0423183073	2,9989868288	0	Ruim
401561	7	10	2	2	3	0,2294	0,3928	0,6767	0,6361	0,635	13,5483870968	11,3034623218	1,312250628	1,3960069172	2,0976377953	Ruim
401062	0	0	14	9	0	0	0	0,4033	0,3289	0	0	0	15,4128440367	12,1495895409	0	Ruim
401062	0	0	14	9	0	0	0	0,4033	0,3289	0	0	0	15,4128440367	12,1495895409	0	Ruim
401062	0	0	11	12	0	0	0	0,3333	0,4089	0	0	0	14,6534653465	13,0300807043	0	Ruim
401062	0	0	14	10	0	0	0	0,4033	0,3594	0	0	0	15,4128440367	12,3539232053	0	Ruim
400928	8	7	2	5	3	0,3833	0,2706	0,5706	0,4022	0,0456	9,2668927733	11,4855875831	1,556256572	5,5196419692	29,2105263158	Ruim
400611	8	9	7	7	0	0,4956	0,4728	0,5839	0,4411	0	7,1670702179	8,4517766497	5,3228292516	7,0460213104	0	Ruim
400284	10	8	2	3	0	0,315	0,3472	0,6661	0,5606	0	14,0952380952	10,2304147465	1,3331331632	2,3760256868	0	Ruim
400041	12	9	4	3	0	0,41	0,4011	0,6283	0,585	0	12,9951219512	9,9626028422	2,8266751552	2,2769230769	0	Ruim
400488	7	7	8	4	6	0,5517	0,3589	0,34	0,5317	0,3572	5,6334964655	8,6597938144	10,4470588235	3,3402294527	7,4580067189	Ruim
401561	6	5	4	3	4	0,1567	0,4089	0,7706	0,3928	0,5283	17,0006381621	5,4292002935	2,3046976382	3,3910386965	3,3617262919	Ruim
401062	0	0	12	14	0	0	0	0,4406	0,3872	0	0	0	12,0926009986	16,0537190083	0	Ruim
401062	0	0	13	10	0	0	0	0,3494	0,3806	0	0	0	16,5197481397	11,6657908565	0	Ruim
400284	10	8	6	1	0	0,2939	0,4628	0,5528	0,6972	0	15,1071793127	7,6750216076	4,8191027496	0,6368330465	0	Ruim
401062	0	0	10	11	0	0	0	0,3617	0,3056	0	0	0	12,2753663257	15,9816753927	0	Ruim
400928	10	10	4	4	12	0,42	0,3756	0,5878	0,615	0,4222	10,5714285714	11,821086262	3,0214358625	2,887804878	12,6196115585	Ruim
400928	10	9	5	5	10	0,4133	0,4056	0,6333	0,5283	0,2256	10,7428018389	9,8520710059	3,5054476551	4,2021578648	19,6808510638	Ruim
400488	9	8	6	2	3	0,395	0,3672	0,4022	0,4678	0,6044	10,1164556962	9,6732026144	6,623570363	1,8982471142	2,2038385175	Ruim
